Generation: 0
-276.664,-293.408,260.695,326.659,-344.331,-256.784;113.369,-256.095,165.919,-14.1231,-104.47,-182.833;308.664,115.447,-52.3828,-243.435,-198.924,-51.2554;253.782,161.369,-324.225,-357.598,322.297,-306.189;
-165.482,251.552,-82.2563,-336.741,-238.689,67.7632;291.943,-77.6331,40.3139,-147.443,-64.1795,221.071;203.505,88.9291,-178.852,57.8715,-53.2448,-166.416;143.283,-326.947,307.124,194.231,305.321,-20.1455;
-118.209,-21.2703,307.417,-52.3264,-99.8125,340.408;311.82,-104.945,201.445,288.127,75.1458,4.85471;243.132,-274.16,-119.666,-323.366,-7.74506,-2.5433;-303.951,-190.948,-24.0891,-276.166,-289.023,-1.7804;
-342.487,-303.139,185.668,351.04,-10.8987,-9.72964;98.0315,-14.4388,223.51,-305.813,43.4274,-207.994;314.818,-203.753,-2.03879,-19.9286,189.135,-78.4452;-118.182,-318.927,-220.007,23.1638,-102.146,-21.5258;
-137.487,-19.6867,-149.2,-269.245,-303.22,-249.45;312.06,-217.974,248.856,-79.0105,354.674,-60.37;198.744,-342.833,-337.552,-355.588,292.807,-87.9482;-85.0118,-252.698,143.176,141.697,-75.5033,134.92;
-137.487,-19.6867,-149.2,-269.245,-303.22,-249.45;312.06,-217.974,248.856,-79.0105,354.674,-60.37;22.1366,-199.8,310.094,309.608,345.513,103.371;-55.3034,-89.0412,51.1481,90.7226,-150.264,-48.3545;
-182.338,220.484,38.852,249.757,340.632,-304.616;-153.868,143.242,-305.763,249.777,23.4977,-89.0332;176.363,-278.992,-95.407,47.1729,-295.219,-138.672;325.282,110.423,-309.473,-137.041,117.748,-119.442;
-80.6915,-63.7593,-304.614,-353.212,301.994,248.277;-280.043,-130.898,248.503,-169.263,112.458,-198.815;90.7093,-45.6265,238.36,-142.224,-88.6422,-153.729;-77.8773,102.98,57.3944,-315.538,-228.548,337.234;
329.518,-11.4283,226.653,174.619,242.857,92.0621;113.369,-256.095,165.919,-14.1231,-104.47,-182.833;-76.7758,-141.6,2.39322,-40.3458,-22.8612,111.927;242.755,-351.126,-206.955,-287.534,236.731,149.859;
-352.892,-154.856,-294.817,185.432,160.497,324.721;-160.461,174.365,73.0713,-220.569,58.0238,-104.431;73.8148,-290.433,-92.2653,325.585,319.775,42.9658;13.9829,-274.58,79.4109,207.411,132.646,-285.7;
50.881,325.398,272.793,-5.34018,162.08,337.702;358.912,63.826,320.711,-270.479,-304.882,-285.307;-20.417,-4.03555,-158.193,-284.87,-187.764,341.501;-80.2024,151.05,313.239,-101.051,333.291,-131.859;
288.716,96.1633,285.081,-77.3361,121.07,305.743;251.552,346.022,-309.204,-117.402,-306.295,228.015;-275.047,19.0305,138.869,249.943,39.707,-332.802;-250.851,19.001,68.2229,75.2035,228.397,-11.6578;
237.977,46.2472,344.903,211.81,-298.627,-135.762;145.661,250.137,-335.886,118.863,147.464,260.163;-250.382,-45.212,-126.13,283.017,333.1,-102.143;-7.65067,-239.139,92.9409,-251.369,69.2193,-314.471;
-80.6915,-63.7593,-304.614,-353.212,301.994,248.277;281.063,322.482,-350.042,19.3169,284.755,-79.8571;-6.49078,11.4467,-24.7561,335.313,7.71408,78.4616;-250.851,19.001,68.2229,75.2035,228.397,-11.6578;
-352.892,-154.856,-294.817,185.432,160.497,324.721;336.26,-102.012,37.8874,-174.957,354.16,318.139;-239.26,159.438,-301.988,12.1574,-173.522,147.968;13.9829,-274.58,79.4109,207.411,132.646,-285.7;
310.018,-165.274,7.67438,-167.53,341.465,-325.565;358.912,63.826,320.711,-270.479,-304.882,-285.307;-6.12808,-95.3574,303.932,212.144,151.385,-260.984;-219.307,-287.965,209.187,-299.958,304.09,-190.97;
170.453,184.556,-258.451,264.306,260.14,-247.904;226.865,344.419,-272.391,-174.599,-176.919,-341.937;-123.182,149.064,65.5596,68.8264,237.809,-12.5552;-186.336,145.244,223.873,-26.9894,274.979,-102.677;
-216.429,112.211,-127.627,308.967,-86.5819,-126.067;-312.502,135.217,-325.403,270.061,-92.8266,-246.225;154.26,160.588,272.711,261.449,288.757,-359.364;253.782,161.369,-324.225,-357.598,322.297,-306.189;
343.683,1.95416,-152.758,-146.271,-82.5242,-305.208;132.194,-124.722,-85.0079,28.1299,105.615,221.403;-358.11,-99.2185,-244.505,270.165,128.077,331.366;-287.117,13.5529,-237.421,-342.577,46.9961,249.38;
-298.727,-71.2881,42.9642,311.538,-297.241,-357.855;-297.215,181.456,-33.4172,-292.353,-207.398,-104.101;186.404,-16.4487,-293.227,-156.286,-152.931,-245.465;-116.672,147.808,284.093,-16.9312,8.50693,161.156;
-66.0198,-235.351,-118.532,-331.982,189.385,328.279;92.3996,95.2633,154.704,326.146,-195.198,-326.062;-123.182,149.064,65.5596,68.8264,237.809,-12.5552;267.635,354.868,-88.0889,331.591,-200.407,-67.5346;
-122.556,-261.555,-338.652,-350.843,-223.668,-33.8188;-221.642,256.339,-71.5037,-119.447,-155.92,-197.792;308.664,115.447,-52.3828,-243.435,-198.924,-51.2554;222.023,354.86,-75.1053,235.232,-308.832,-113.007;
-80.6915,-63.7593,-304.614,-353.212,301.994,248.277;12.6796,-301.603,-211.845,274.736,-194.503,151.428;-198.052,-307.976,-210.535,46.5381,23.0613,-249.607;-219.307,-287.965,209.187,-299.958,304.09,-190.97;
-216.429,112.211,-127.627,308.967,-86.5819,-126.067;-62.0074,-0.265778,-122.924,-347.85,-275.202,-49.5319;176.812,-252.354,356.165,275.686,-132.241,33.0134;206.563,207.055,-299.018,-332.614,-173.969,324.442;
-216.459,-251.281,276.092,181.603,237.587,-248.818;291.943,-77.6331,40.3139,-147.443,-64.1795,221.071;-92.5159,-259.503,58.2687,339.119,-233.753,274.344;202.344,67.3891,-264.537,35.0903,305.791,-174.894;
-66.0198,-235.351,-118.532,-331.982,189.385,328.279;92.3996,95.2633,154.704,326.146,-195.198,-326.062;-299.943,-18.0533,306.275,354.899,-315.302,-304.674;-157.088,-329.356,-98.3304,-73.545,-78.6414,71.5327;
-242.701,20.6055,-63.8252,-240.32,161.07,229.332;358.912,63.826,320.711,-270.479,-304.882,-285.307;-221.822,-316.458,-218.31,-30.3306,-276.99,268.548;-116.672,147.808,284.093,-16.9312,8.50693,161.156;
319.02,-189.999,-113.808,195.798,-169.045,76.0986;-312.502,135.217,-325.403,270.061,-92.8266,-246.225;316.79,108.827,-284.596,-351.108,-226.674,222.633;-112.742,320.37,297.901,348.362,222.882,126.479;
279.37,177.422,-305.989,-244.175,-347.109,60.5118;-111.652,299.624,159.672,-64.4129,-349.882,-168.359;280.49,-256.47,48.3732,50.476,-4.72076,-112.158;-72.2466,27.5175,-330.283,261.299,-181.869,-257.5;
279.37,177.422,-305.989,-244.175,-347.109,60.5118;-62.0074,-0.265778,-122.924,-347.85,-275.202,-49.5319;-76.7758,-141.6,2.39322,-40.3458,-22.8612,111.927;206.563,207.055,-299.018,-332.614,-173.969,324.442;
4.34354,-109.875,-339.841,261.62,-152.311,287.062;-297.215,181.456,-33.4172,-292.353,-207.398,-104.101;-353.121,-181.644,184.343,-88.8672,232.895,30.2643;-307.864,323.619,95.977,143.629,-150.167,174.33;
-118.209,-21.2703,307.417,-52.3264,-99.8125,340.408;44.161,-185.31,234.263,339.216,79.821,-16.736;-47.0528,2.80002,353.82,-107.181,112.846,-235.436;319.577,-176.465,-93.9599,172.902,273.395,-236.84;
-216.429,112.211,-127.627,308.967,-86.5819,-126.067;-86.2282,-169.627,-47.1153,234.841,108.428,-61.2152;86.9038,-169.684,-121.854,152.711,309.652,177.947;165.469,199.47,-109.334,220.891,-157.498,-267.63;
272.063,295.798,-282.969,-355.115,-187.492,-341.123;-81.7674,-318.931,86.078,197.185,129.236,-190.485;-311.654,-271.65,205.247,-221.336,-147.755,-12.0127;-150,-130.367,291.217,-228.391,-310.246,295.979;
293.821,91.3803,-54.0765,205.668,-113.468,-356.573;-260.471,114.85,272.839,306.695,321.479,-126.77;-221.822,-316.458,-218.31,-30.3306,-276.99,268.548;211.215,25.2765,212.567,218.26,73.4317,-267.225;
112.226,-27.2109,-7.10367,81.005,-267.077,-326.101;-323.03,-318.714,-190.503,327.69,102.34,-181.321;203.505,88.9291,-178.852,57.8715,-53.2448,-166.416;155.526,220.632,315.589,228.864,-288.437,-224.954;
293.821,91.3803,-54.0765,205.668,-113.468,-356.573;-56.3118,254.94,-242.003,147.063,331.292,-227.784;108.979,255.812,-325.475,264.387,-151.376,17.4966;209.98,326.061,-262.286,104.787,134.343,126.92;
-66.0198,-235.351,-118.532,-331.982,189.385,328.279;92.3996,95.2633,154.704,326.146,-195.198,-326.062;-123.182,149.064,65.5596,68.8264,237.809,-12.5552;267.635,354.868,-88.0889,331.591,-200.407,-67.5346;
181.786,-211.956,310.608,-34.6801,-334.467,-140.133;-87.2112,-302.587,301.169,236.518,260.592,-256.113;-151.425,244.118,-154.284,272.403,345.259,-22.8235;8.08755,-97.3518,-265.73,-30.0504,-185.464,-229.632;
319.02,-189.999,-113.808,195.798,-169.045,76.0986;-56.3118,254.94,-242.003,147.063,331.292,-227.784;-6.12808,-95.3574,303.932,212.144,151.385,-260.984;-77.8773,102.98,57.3944,-315.538,-228.548,337.234;
112.226,-27.2109,-7.10367,81.005,-267.077,-326.101;-323.03,-318.714,-190.503,327.69,102.34,-181.321;-275.047,19.0305,138.869,249.943,39.707,-332.802;-320.725,102.197,-110.178,345.108,-75.9465,-88.3177;
52.8459,263.255,295.388,-138.735,-176.803,212.369;-297.648,50.9184,-170.469,-104.853,324.309,-11.4348;-250.382,-45.212,-126.13,283.017,333.1,-102.143;-7.65067,-239.139,92.9409,-251.369,69.2193,-314.471;
140,208.941,359.476,110.416,-49.4202,105.126;-312.502,135.217,-325.403,270.061,-92.8266,-246.225;344.659,-354.456,-138.904,-245.896,-106.746,-325.941;202.344,67.3891,-264.537,35.0903,305.791,-174.894;
291.881,-3.42197,-57.5162,-311.157,148.331,-233.913;44.161,-185.31,234.263,339.216,79.821,-16.736;-47.0528,2.80002,353.82,-107.181,112.846,-235.436;319.577,-176.465,-93.9599,172.902,273.395,-236.84;
-216.429,112.211,-127.627,308.967,-86.5819,-126.067;140.405,-260.439,86.8411,-79.0293,11.9634,-47.3075;-123.182,149.064,65.5596,68.8264,237.809,-12.5552;253.782,161.369,-324.225,-357.598,322.297,-306.189;
-208.976,328.103,-290.773,-178.227,-122.853,194.044;140.405,-260.439,86.8411,-79.0293,11.9634,-47.3075;-123.182,149.064,65.5596,68.8264,237.809,-12.5552;-72.2466,27.5175,-330.283,261.299,-181.869,-257.5;
-192.918,53.7708,192.388,-22.1303,-245.315,239.295;253.855,164.247,350.335,52.3141,-20.9605,-210.876;-349.544,70.5057,-66.5858,-356.242,249.08,-345.04;253.782,161.369,-324.225,-357.598,322.297,-306.189;
-216.429,112.211,-127.627,308.967,-86.5819,-126.067;226.865,344.419,-272.391,-174.599,-176.919,-341.937;-123.182,149.064,65.5596,68.8264,237.809,-12.5552;-177.056,3.77911,44.4867,236.434,-62.2562,76.6522;
-216.429,112.211,-127.627,308.967,-86.5819,-126.067;328.49,-258.124,-181.065,37.9847,-191.016,100.752;-252.068,-5.72354,-338.173,319.996,291.44,39.6279;294.318,302.055,-159.498,247.382,279.104,-108.403;
237.977,46.2472,344.903,211.81,-298.627,-135.762;-153.868,143.242,-305.763,249.777,23.4977,-89.0332;176.363,-278.992,-95.407,47.1729,-295.219,-138.672;-116.591,172.345,189.537,202.607,330.937,-105.589;
-216.429,112.211,-127.627,308.967,-86.5819,-126.067;281.063,322.482,-350.042,19.3169,284.755,-79.8571;-76.7758,-141.6,2.39322,-40.3458,-22.8612,111.927;-55.3034,-89.0412,51.1481,90.7226,-150.264,-48.3545;
-118.209,-21.2703,307.417,-52.3264,-99.8125,340.408;300.534,67.2126,354.684,86.674,-7.55307,-83.8501;-279.848,188.69,132.491,-77.5069,-143.302,262.284;-320.725,102.197,-110.178,345.108,-75.9465,-88.3177;
279.37,177.422,-305.989,-244.175,-347.109,60.5118;312.06,-217.974,248.856,-79.0105,354.674,-60.37;22.1366,-199.8,310.094,309.608,345.513,103.371;253.782,161.369,-324.225,-357.598,322.297,-306.189;
279.37,177.422,-305.989,-244.175,-347.109,60.5118;98.0315,-14.4388,223.51,-305.813,43.4274,-207.994;302.479,-42.7376,254.327,-108.126,159.279,-111.332;-72.2466,27.5175,-330.283,261.299,-181.869,-257.5;
291.881,-3.42197,-57.5162,-311.157,148.331,-233.913;336.26,-102.012,37.8874,-174.957,354.16,318.139;-239.26,159.438,-301.988,12.1574,-173.522,147.968;-46.8478,-252.819,-82.3959,-194.038,-159.701,33.2163;
170.453,184.556,-258.451,264.306,260.14,-247.904;140.405,-260.439,86.8411,-79.0293,11.9634,-47.3075;-123.182,149.064,65.5596,68.8264,237.809,-12.5552;-72.2466,27.5175,-330.283,261.299,-181.869,-257.5;
50.881,325.398,272.793,-5.34018,162.08,337.702;328.49,-258.124,-181.065,37.9847,-191.016,100.752;249.696,-79.222,341.784,-58.1188,-11.3337,143.111;-15.5712,-329.408,54.9154,164.982,-252.424,346.804;
288.716,96.1633,285.081,-77.3361,121.07,305.743;34.5176,308.84,-157.346,-42.7239,114.193,-151.885;-275.047,19.0305,138.869,249.943,39.707,-332.802;242.755,-351.126,-206.955,-287.534,236.731,149.859;
78.7343,-56.9225,-318.762,-22.5692,55.4106,-136.456;358.912,63.826,320.711,-270.479,-304.882,-285.307;90.7093,-45.6265,238.36,-142.224,-88.6422,-153.729;-80.2024,151.05,313.239,-101.051,333.291,-131.859;
-182.338,220.484,38.852,249.757,340.632,-304.616;-153.868,143.242,-305.763,249.777,23.4977,-89.0332;-221.822,-316.458,-218.31,-30.3306,-276.99,268.548;-116.672,147.808,284.093,-16.9312,8.50693,161.156;
306.553,32.5578,81.8585,-48.7953,278.987,-227.939;140.405,-260.439,86.8411,-79.0293,11.9634,-47.3075;280.068,-278.189,157.091,-266.336,-6.79108,-119.413;-177.056,3.77911,44.4867,236.434,-62.2562,76.6522;
170.453,184.556,-258.451,264.306,260.14,-247.904;281.063,322.482,-350.042,19.3169,284.755,-79.8571;248.823,348.172,-22.9221,-228.665,-169.303,-213.68;-112.742,320.37,297.901,348.362,222.882,126.479;
-58.5669,-1.5434,-171.484,-217.119,152.053,-167.599;-81.7674,-318.931,86.078,197.185,129.236,-190.485;-20.417,-4.03555,-158.193,-284.87,-187.764,341.501;-189.94,-202.65,-212.629,349.587,106.418,-325.156;
-114.539,-80.821,169.81,-347.576,12.9445,-129.619;-260.471,114.85,272.839,306.695,321.479,-126.77;-134.569,-244.561,344.501,170.344,205.553,-273.222;-101.545,203.269,132.847,34.8092,-125.047,-100.829;
-58.5669,-1.5434,-171.484,-217.119,152.053,-167.599;-297.648,50.9184,-170.469,-104.853,324.309,-11.4348;142.646,125.262,72.0029,104.768,213.112,158.85;-189.94,-202.65,-212.629,349.587,106.418,-325.156;
-182.338,220.484,38.852,249.757,340.632,-304.616;-153.868,143.242,-305.763,249.777,23.4977,-89.0332;-358.11,-99.2185,-244.505,270.165,128.077,331.366;-329.9,318.89,290.44,60.4485,-347.394,147.072;
279.37,177.422,-305.989,-244.175,-347.109,60.5118;291.943,-77.6331,40.3139,-147.443,-64.1795,221.071;203.505,88.9291,-178.852,57.8715,-53.2448,-166.416;-157.088,-329.356,-98.3304,-73.545,-78.6414,71.5327;
Generation: 3
170.453,184.556,-258.451,264.306,260.14,-247.904;-67.1423,-229.637,213.08,-122.877,-257.721,108.203;313.849,-175.239,335.02,197.789,-125.146,-141.013;-92.3246,169.584,6.9631,27.5336,317.87,63.6209;
78.7343,-56.9225,-318.762,-22.5692,55.4106,-136.456;-67.1423,-229.637,213.08,-122.877,-257.721,108.203;313.849,-175.239,335.02,197.789,-125.146,-141.013;-92.3246,169.584,6.9631,27.5336,317.87,63.6209;
43.6514,-346.203,170.895,172.971,84.9066,109.059;-187.528,-210.194,66.6224,352.126,-257.051,78.6329;176.812,-252.354,356.165,275.686,-132.241,33.0134;-329.9,318.89,290.44,60.4485,-347.394,147.072;
50.881,325.398,272.793,-5.34018,162.08,337.702;-67.1423,-229.637,213.08,-122.877,-257.721,108.203;176.812,-252.354,356.165,275.686,-132.241,33.0134;-92.3246,169.584,6.9631,27.5336,317.87,63.6209;
170.453,184.556,-258.451,264.306,260.14,-247.904;-231.075,-197.538,290.047,-349.528,-18.0866,-22.1689;-358.11,-99.2185,-244.505,270.165,128.077,331.366;-287.117,13.5529,-237.421,-342.577,46.9961,249.38;
8.14108,-222.943,257.58,218.759,69.8068,-309.436;-87.2112,-302.587,301.169,236.518,260.592,-256.113;-111.665,79.9159,-261.95,346.119,-68.2463,349.441;-182.13,-172.852,-275.737,116.191,340.543,-104.656;
291.881,-3.42197,-57.5162,-311.157,148.331,-233.913;-297.215,181.456,-33.4172,-292.353,-207.398,-104.101;-239.26,159.438,-301.988,12.1574,-173.522,147.968;-46.8478,-252.819,-82.3959,-194.038,-159.701,33.2163;
288.716,96.1633,285.081,-77.3361,121.07,305.743;-81.7674,-318.931,86.078,197.185,129.236,-190.485;-311.654,-271.65,205.247,-221.336,-147.755,-12.0127;-250.851,19.001,68.2229,75.2035,228.397,-11.6578;
43.6514,-346.203,170.895,172.971,84.9066,109.059;-22.2807,138.737,292.452,281.799,-129.073,26.1818;198.744,-342.833,-337.552,-355.588,292.807,-87.9482;209.98,326.061,-262.286,104.787,134.343,126.92;
43.6514,-346.203,170.895,172.971,84.9066,109.059;-22.2807,138.737,292.452,281.799,-129.073,26.1818;-349.544,70.5057,-66.5858,-356.242,249.08,-345.04;209.98,326.061,-262.286,104.787,134.343,126.92;
170.453,184.556,-258.451,264.306,260.14,-247.904;-280.043,-130.898,248.503,-169.263,112.458,-198.815;-123.182,149.064,65.5596,68.8264,237.809,-12.5552;253.782,161.369,-324.225,-357.598,322.297,-306.189;
78.7343,-56.9225,-318.762,-22.5692,55.4106,-136.456;-280.043,-130.898,248.503,-169.263,112.458,-198.815;22.1366,-199.8,310.094,309.608,345.513,103.371;242.755,-351.126,-206.955,-287.534,236.731,149.859;
-289.699,342.342,226.889,99.4139,238.78,356.561;328.49,-258.124,-181.065,37.9847,-191.016,100.752;227.849,332.243,126.266,-112.674,-150.444,228.4;242.755,-351.126,-206.955,-287.534,236.731,149.859;
-279.272,139.905,-31.1104,-226.122,102.226,266.08;113.369,-256.095,165.919,-14.1231,-104.47,-182.833;176.363,-278.992,-95.407,47.1729,-295.219,-138.672;-295.247,-218.652,-182.624,217.585,357.697,282.115;
-352.892,-154.856,-294.817,185.432,160.497,324.721;291.943,-77.6331,40.3139,-147.443,-64.1795,221.071;203.505,88.9291,-178.852,57.8715,-53.2448,-166.416;-80.2024,151.05,313.239,-101.051,333.291,-131.859;
-66.0198,-235.351,-118.532,-331.982,189.385,328.279;92.3996,95.2633,154.704,326.146,-195.198,-326.062;249.696,-79.222,341.784,-58.1188,-11.3337,143.111;209.98,326.061,-262.286,104.787,134.343,126.92;
-352.892,-154.856,-294.817,185.432,160.497,324.721;291.943,-77.6331,40.3139,-147.443,-64.1795,221.071;203.505,88.9291,-178.852,57.8715,-53.2448,-166.416;-295.247,-218.652,-182.624,217.585,357.697,282.115;
-352.892,-154.856,-294.817,185.432,160.497,324.721;140.405,-260.439,86.8411,-79.0293,11.9634,-47.3075;203.505,88.9291,-178.852,57.8715,-53.2448,-166.416;-157.088,-329.356,-98.3304,-73.545,-78.6414,71.5327;
-66.0198,-235.351,-118.532,-331.982,189.385,328.279;312.06,-217.974,248.856,-79.0105,354.674,-60.37;249.696,-79.222,341.784,-58.1188,-11.3337,143.111;-55.3034,-89.0412,51.1481,90.7226,-150.264,-48.3545;
8.14108,-222.943,257.58,218.759,69.8068,-309.436;-87.2112,-302.587,301.169,236.518,260.592,-256.113;132.989,-63.5268,-214.623,5.82602,-50.372,-95.7559;-189.94,-202.65,-212.629,349.587,106.418,-325.156;
50.881,325.398,272.793,-5.34018,162.08,337.702;-81.7674,-318.931,86.078,197.185,129.236,-190.485;344.659,-354.456,-138.904,-245.896,-106.746,-325.941;-112.742,320.37,297.901,348.362,222.882,126.479;
-182.338,220.484,38.852,249.757,340.632,-304.616;98.0315,-14.4388,223.51,-305.813,43.4274,-207.994;314.818,-203.753,-2.03879,-19.9286,189.135,-78.4452;-329.9,318.89,290.44,60.4485,-347.394,147.072;
-80.6915,-63.7593,-304.614,-353.212,301.994,248.277;281.063,322.482,-350.042,19.3169,284.755,-79.8571;302.718,230.995,-54.4556,-96.5364,131.942,-220.33;56.116,301.621,265.32,-172.271,-202.796,-194.142;
-279.272,139.905,-31.1104,-226.122,102.226,266.08;336.26,-102.012,37.8874,-174.957,354.16,318.139;22.1366,-199.8,310.094,309.608,345.513,103.371;202.344,67.3891,-264.537,35.0903,305.791,-174.894;
-352.892,-154.856,-294.817,185.432,160.497,324.721;336.26,-102.012,37.8874,-174.957,354.16,318.139;302.479,-42.7376,254.327,-108.126,159.279,-111.332;-72.2466,27.5175,-330.283,261.299,-181.869,-257.5;
-307.919,-268.151,111.243,27.2155,38.6515,-320.135;-221.642,256.339,-71.5037,-119.447,-155.92,-197.792;280.49,-256.47,48.3732,50.476,-4.72076,-112.158;-81.5545,-92.168,14.091,8.81445,-297.967,309.435;
-80.6915,-63.7593,-304.614,-353.212,301.994,248.277;-67.1423,-229.637,213.08,-122.877,-257.721,108.203;302.718,230.995,-54.4556,-96.5364,131.942,-220.33;-92.3246,169.584,6.9631,27.5336,317.87,63.6209;
-73.1647,238.472,-349.151,-69.8382,70.471,94.1988;-312.502,135.217,-325.403,270.061,-92.8266,-246.225;90.7093,-45.6265,238.36,-142.224,-88.6422,-153.729;-250.851,19.001,68.2229,75.2035,228.397,-11.6578;
-118.209,-21.2703,307.417,-52.3264,-99.8125,340.408;300.534,67.2126,354.684,86.674,-7.55307,-83.8501;-279.848,188.69,132.491,-77.5069,-143.302,262.284;-320.725,102.197,-110.178,345.108,-75.9465,-88.3177;
-216.429,112.211,-127.627,308.967,-86.5819,-126.067;226.865,344.419,-272.391,-174.599,-176.919,-341.937;280.49,-256.47,48.3732,50.476,-4.72076,-112.158;-81.5545,-92.168,14.091,8.81445,-297.967,309.435;
-118.209,-21.2703,307.417,-52.3264,-99.8125,340.408;44.161,-185.31,234.263,339.216,79.821,-16.736;243.132,-274.16,-119.666,-323.366,-7.74506,-2.5433;319.577,-176.465,-93.9599,172.902,273.395,-236.84;
-276.664,-293.408,260.695,326.659,-344.331,-256.784;113.369,-256.095,165.919,-14.1231,-104.47,-182.833;302.718,230.995,-54.4556,-96.5364,131.942,-220.33;253.782,161.369,-324.225,-357.598,322.297,-306.189;
-137.487,-19.6867,-149.2,-269.245,-303.22,-249.45;92.3996,95.2633,154.704,326.146,-195.198,-326.062;198.744,-342.833,-337.552,-355.588,292.807,-87.9482;-157.088,-329.356,-98.3304,-73.545,-78.6414,71.5327;
-216.429,112.211,-127.627,308.967,-86.5819,-126.067;145.661,250.137,-335.886,118.863,147.464,260.163;-252.068,-5.72354,-338.173,319.996,291.44,39.6279;294.318,302.055,-159.498,247.382,279.104,-108.403;
-342.487,-303.139,185.668,351.04,-10.8987,-9.72964;98.0315,-14.4388,223.51,-305.813,43.4274,-207.994;314.818,-203.753,-2.03879,-19.9286,189.135,-78.4452;-118.182,-318.927,-220.007,23.1638,-102.146,-21.5258;
-216.429,112.211,-127.627,308.967,-86.5819,-126.067;281.063,322.482,-350.042,19.3169,284.755,-79.8571;154.26,160.588,272.711,261.449,288.757,-359.364;253.782,161.369,-324.225,-357.598,322.297,-306.189;
-289.699,342.342,226.889,99.4139,238.78,356.561;-215.264,-173.269,-343.875,19.7228,83.5419,121.51;176.812,-252.354,356.165,275.686,-132.241,33.0134;-112.742,320.37,297.901,348.362,222.882,126.479;
-298.73,-186.041,321.262,-197.779,227.987,70.8673;-86.2282,-169.627,-47.1153,234.841,108.428,-61.2152;243.132,-274.16,-119.666,-323.366,-7.74506,-2.5433;165.469,199.47,-109.334,220.891,-157.498,-267.63;
-182.338,220.484,38.852,249.757,340.632,-304.616;-153.868,143.242,-305.763,249.777,23.4977,-89.0332;176.363,-278.992,-95.407,47.1729,-295.219,-138.672;-150,-130.367,291.217,-228.391,-310.246,295.979;
329.518,-11.4283,226.653,174.619,242.857,92.0621;358.912,63.826,320.711,-270.479,-304.882,-285.307;-76.7758,-141.6,2.39322,-40.3458,-22.8612,111.927;242.755,-351.126,-206.955,-287.534,236.731,149.859;
288.716,96.1633,285.081,-77.3361,121.07,305.743;251.552,346.022,-309.204,-117.402,-306.295,228.015;-20.417,-4.03555,-158.193,-284.87,-187.764,341.501;-189.94,-202.65,-212.629,349.587,106.418,-325.156;
329.518,-11.4283,226.653,174.619,242.857,92.0621;291.943,-77.6331,40.3139,-147.443,-64.1795,221.071;-221.822,-316.458,-218.31,-30.3306,-276.99,268.548;-295.247,-218.652,-182.624,217.585,357.697,282.115;
288.716,96.1633,285.081,-77.3361,121.07,305.743;226.865,344.419,-272.391,-174.599,-176.919,-341.937;-123.182,149.064,65.5596,68.8264,237.809,-12.5552;-177.056,3.77911,44.4867,236.434,-62.2562,76.6522;
237.977,46.2472,344.903,211.81,-298.627,-135.762;145.661,250.137,-335.886,118.863,147.464,260.163;-250.382,-45.212,-126.13,283.017,333.1,-102.143;-7.65067,-239.139,92.9409,-251.369,69.2193,-314.471;
-73.1647,238.472,-349.151,-69.8382,70.471,94.1988;132.194,-124.722,-85.0079,28.1299,105.615,221.403;-358.11,-99.2185,-244.505,270.165,128.077,331.366;-287.117,13.5529,-237.421,-342.577,46.9961,249.38;
43.6514,-346.203,170.895,172.971,84.9066,109.059;92.3996,95.2633,154.704,326.146,-195.198,-326.062;-123.182,149.064,65.5596,68.8264,237.809,-12.5552;209.98,326.061,-262.286,104.787,134.343,126.92;
170.453,184.556,-258.451,264.306,260.14,-247.904;328.49,-258.124,-181.065,37.9847,-191.016,100.752;-252.068,-5.72354,-338.173,319.996,291.44,39.6279;-177.056,3.77911,44.4867,236.434,-62.2562,76.6522;
-118.209,-21.2703,307.417,-52.3264,-99.8125,340.408;-62.0074,-0.265778,-122.924,-347.85,-275.202,-49.5319;227.849,332.243,126.266,-112.674,-150.444,228.4;206.563,207.055,-299.018,-332.614,-173.969,324.442;
-298.73,-186.041,321.262,-197.779,227.987,70.8673;358.912,63.826,320.711,-270.479,-304.882,-285.307;-221.822,-316.458,-218.31,-30.3306,-276.99,268.548;-116.672,147.808,284.093,-16.9312,8.50693,161.156;
-298.727,-71.2881,42.9642,311.538,-297.241,-357.855;-297.215,181.456,-33.4172,-292.353,-207.398,-104.101;186.404,-16.4487,-293.227,-156.286,-152.931,-245.465;-116.672,147.808,284.093,-16.9312,8.50693,161.156;
-289.699,342.342,226.889,99.4139,238.78,356.561;92.3996,95.2633,154.704,326.146,-195.198,-326.062;-123.182,149.064,65.5596,68.8264,237.809,-12.5552;267.635,354.868,-88.0889,331.591,-200.407,-67.5346;
-80.6915,-63.7593,-304.614,-353.212,301.994,248.277;12.6796,-301.603,-211.845,274.736,-194.503,151.428;-6.49078,11.4467,-24.7561,335.313,7.71408,78.4616;-250.851,19.001,68.2229,75.2035,228.397,-11.6578;
-216.429,112.211,-127.627,308.967,-86.5819,-126.067;-312.502,135.217,-325.403,270.061,-92.8266,-246.225;227.849,332.243,126.266,-112.674,-150.444,228.4;253.782,161.369,-324.225,-357.598,322.297,-306.189;
-216.429,112.211,-127.627,308.967,-86.5819,-126.067;-62.0074,-0.265778,-122.924,-347.85,-275.202,-49.5319;176.812,-252.354,356.165,275.686,-132.241,33.0134;206.563,207.055,-299.018,-332.614,-173.969,324.442;
